STAID, SOUID,    DATE,   TN, Q_TN
   274,   921,18490613,   41,    0
   274,   921,18490614,   51,    0
   274,   921,18490615,  113,    0
   274,   921,18490616,   83,    0
   274,   921,18490617,   61,    0
   274,   921,18490618,   82,    0
   274,   921,18490619,   67,    0
   274,   921,18490620,  100,    0
   274,   921,18490621,   77,    0
   274,   921,18490622,  100,    0
   274,   921,18490623,  106,    0
   274,   921,18490624,  124,    0
   274,   921,18490625,  127,    0
   274,   921,18490626,  128,    0
   274,   921,18490627,  116,    0
   274,   921,18490628,  122,    0
   274,   921,18490629,  125,    0
   274,   921,18490630,   75,    0
   274,   921,18490701,  133,    0
   274,   921,18490702,  128,    0
   274,   921,18490703,  127,    0
   274,   921,18490704,   89,    0
   274,   921,18490705,   93,    0
   274,   921,18490706,  117,    0
   274,   921,18490707,  144,    0
   274,   921,18490708,  117,    0
   274,   921,18490709,   98,    0
   274,   921,18490710,  104,    0
   274,   921,18490711,   81,    0
   274,   921,18490712,   81,    0
   274,   921,18490713,  128,    0
   274,   921,18490714,  117,    0
   274,   921,18490715,  122,    0
   274,   921,18490716,  117,    0
   274,   921,18490717,  100,    0
   274,   921,18490718,  106,    0
   274,   921,18490719,   83,    0
   274,   921,18490720,  139,    0
   274,   921,18490721,   89,    0
   274,   921,18490722,  139,    0
   274,   921,18490723,  103,    0
   274,   921,18490724,   83,    0
   274,   921,18490725,  106,    0
   274,   921,18490726,  106,    0
   274,   921,18490727,   89,    0
   274,   921,18490728,  150,    0
   274,   921,18490729,  122,    0
   274,   921,18490730,  125,    0
   274,   921,18490731,   96,    0
   274,   921,18490801,  103,    0
   274,   921,18490802,  128,    0
   274,   921,18490803,   63,    0
   274,   921,18490804,   67,    0
   274,   921,18490805,   78,    0
   274,   921,18490806,  106,    0
   274,   921,18490807,  161,    0
   274,   921,18490808,  128,    0
   274,   921,18490809,  143,    0
   274,   921,18490810,  161,    0
   274,   921,18490811,  139,    0
   274,   921,18490812,  131,    0
   274,   921,18490813,  124,    0
   274,   921,18490814,  111,    0
   274,   921,18490815,  124,    0
   274,   921,18490816,  107,    0
   274,   921,18490817,   78,    0
   274,   921,18490818,   73,    0
   274,   921,18490819,  122,    0
   274,   921,18490820,  142,    0
   274,   921,18490821,  150,    0
   274,   921,18490822,  111,    0
   274,   921,18490823,  127,    0
   274,   921,18490824,  126,    0
   274,   921,18490825,  133,    0
   274,   921,18490826,  117,    0
   274,   921,18490827,   89,    0
   274,   921,18490828,  156,    0
   274,   921,18490829,  133,    0
   274,   921,18490830,  162,    0
   274,   921,18490831,  128,    0
   274,   921,18490901,  159,    0
   274,   921,18490902,  134,    0
   274,   921,18490903,  161,    0
   274,   921,18490904,  157,    0
   274,   921,18490905,  110,    0
   274,   921,18490906,  111,    0
   274,   921,18490907,   94,    0
   274,   921,18490908,   39,    0
   274,   921,18490909,  121,    0
   274,   921,18490910,   96,    0
   274,   921,18490911,   78,    0
   274,   921,18490912,   71,    0
   274,   921,18490913,   96,    0
   274,   921,18490914,  112,    0
   274,   921,18490915,   66,    0
   274,   921,18490916,   84,    0
   274,   921,18490917,   44,    0
   274,   921,18490918,   27,    0
   274,   921,18490919,   78,    0
   274,   921,18490920,   92,    0
   274,   921,18490921,  111,    0
   274,   921,18490922,   83,    0
   274,   921,18490923,  122,    0
   274,   921,18490924,  100,    0
   274,   921,18490925,   77,    0
   274,   921,18490926,  109,    0
   274,   921,18490927,  120,    0
   274,   921,18490928,  134,    0
   274,   921,18490929,  141,    0
   274,   921,18490930,  100,    0
   274,   921,18491001,   79,    0
   274,   921,18491002,   35,    0
   274,   921,18491003,   84,    0
   274,   921,18491004,   23,    0
   274,   921,18491005,   75,    0
   274,   921,18491006,   43,    0
   274,   921,18491007,  106,    0
   274,   921,18491008,   11,    0
   274,   921,18491009,   55,    0
   274,   921,18491010,   44,    0
   274,   921,18491011,   67,    0
   274,   921,18491012,   19,    0
   274,   921,18491013,   26,    0
   274,   921,18491014,   34,    0
   274,   921,18491015,    8,    0
   274,   921,18491016,   72,    0
   274,   921,18491017,   90,    0
   274,   921,18491018,  112,    0
   274,   921,18491019,  144,    0
   274,   921,18491020,  100,    0
   274,   921,18491021,  135,    0
   274,   921,18491022,  104,    0
   274,   921,18491023,  136,    0
   274,   921,18491024,  156,    0
   274,   921,18491025,  106,    0
   274,   921,18491026,   94,    0
   274,   921,18491027,  139,    0
   274,   921,18491028,  161,    1
   274,   921,18491029,  117,    0
   274,   921,18491030,  106,    0
   274,   921,18491031,   89,    0
   274,   921,18491101,   56,    0
   274,   921,18491102,   39,    0
   274,   921,18491103,   75,    0
   274,   921,18491104,   35,    0
   274,   921,18491105,   16,    0
   274,   921,18491106,   15,    0
   274,   921,18491107,   33,    0
   274,   921,18491108,  111,    0
   274,   921,18491109,   99,    0
   274,   921,18491110,   56,    0
   274,   921,18491111,   53,    0
   274,   921,18491112,   71,    0
   274,   921,18491113,   59,    0
   274,   921,18491114,   25,    0
   274,   921,18491115,   12,    0
   274,   921,18491116,  -24,    0
   274,   921,18491117,   22,    0
   274,   921,18491118,   75,    0
   274,   921,18491119,   39,    0
   274,   921,18491120,   17,    0
   274,   921,18491121,   43,    0
   274,   921,18491122,   29,    0
   274,   921,18491123,   72,    1
   274,   921,18491124,  -12,    0
   274,   921,18491125,  -21,    0
   274,   921,18491126,  -56,    0
   274,   921,18491127,  -68,    0
   274,   921,18491128,  -60,    0
   274,   921,18491129,   12,    0
   274,   921,18491130,  -31,    0
   274,   921,18491201,   16,    0
   274,   921,18491202,   51,    0
   274,   921,18491203,  -22,    0
   274,   921,18491204,  -59,    0
   274,   921,18491205,   22,    0
   274,   921,18491206,   29,    0
   274,   921,18491207,   47,    0
   274,   921,18491208,  -17,    0
   274,   921,18491209,   -7,    0
   274,   921,18491210,   11,    0
   274,   921,18491211,    6,    0
   274,   921,18491212,  -14,    0
   274,   921,18491213,  -33,    0
   274,   921,18491214,   78,    0
   274,   921,18491215,   75,    0
   274,   921,18491216,   72,    0
   274,   921,18491217,   52,    0
   274,   921,18491218,   64,    0
   274,   921,18491219,   -8,    0
   274,   921,18491220,  -11,    0
   274,   921,18491221,  -14,    0
   274,   921,18491222,  -22,    0
   274,   921,18491223,  -39,    0
   274,   921,18491224,  -11,    0
   274,   921,18491225,   -7,    0
   274,   921,18491226,   25,    0
   274,   921,18491227,  -72,    0
   274,   921,18491228, -106,    0
   274,   921,18491229,  -16,    0
   274,   921,18491230,  -51,    0
   274,   921,18491231,  -52,    0
   274,   921,18500101,  -40,    0
   274,   921,18500102,  -59,    0
   274,   921,18500103,   -4,    0
   274,   921,18500104,  -19,    0
   274,   921,18500105,  -67,    0
   274,   921,18500106,  -63,    0
   274,   921,18500107,  -96,    0
   274,   921,18500108,  -17,    0
   274,   921,18500109,  -34,    0
   274,   921,18500110,  -22,    0
   274,   921,18500111,  -22,    0
   274,   921,18500112,  -28,    0
   274,   921,18500113,  -50,    0
   274,   921,18500114,  -44,    0
   274,   921,18500115,  -61,    0
   274,   921,18500116,  -28,    0
   274,   921,18500117,  -42,    0
   274,   921,18500118,  -14,    0
   274,   921,18500119,  -28,    0
   274,   921,18500120,  -24,    0
   274,   921,18500121,  -28,    0
   274,   921,18500122,   -5,    0
   274,   921,18500123,  -19,    0
   274,   921,18500124,  -17,    0
   274,   921,18500125,   72,    0
   274,   921,18500126,  -44,    0
   274,   921,18500127,  -33,    0
   274,   921,18500128,   50,    0
   274,   921,18500129,   11,    0
   274,   921,18500130,  -16,    0
   274,   921,18500131,   16,    0
   274,   921,18500201,   82,    0
   274,   921,18500202,   51,    0
   274,   921,18500203,   11,    0
   274,   921,18500204,  -22,    0
   274,   921,18500205,   61,    0
   274,   921,18500206,    0,    0
   274,   921,18500207,   13,    0
   274,   921,18500208,   79,    0
   274,   921,18500209,   11,    0
   274,   921,18500210,   18,    0
   274,   921,18500211,   12,    0
   274,   921,18500212,   -7,    0
   274,   921,18500213,  -34,    0
   274,   921,18500214,   42,    0
   274,   921,18500215,   67,    0
   274,   921,18500216,   27,    0
   274,   921,18500217,   58,    0
   274,   921,18500218,   58,    0
   274,   921,18500219,   71,    0
   274,   921,18500220,   23,    0
   274,   921,18500221,   67,    0
   274,   921,18500222,   28,    0
   274,   921,18500223,   39,    0
   274,   921,18500224,   32,    0
   274,   921,18500225,   41,    0
   274,   921,18500226,   29,    0
   274,   921,18500227,   27,    0
   274,   921,18500228,   16,    0
   274,   921,18500301,   64,    0
   274,   921,18500302,   50,    0
   274,   921,18500303,   16,    0
   274,   921,18500304,  -40,    0
   274,   921,18500305,   -1,    0
   274,   921,18500306,   11,    0
   274,   921,18500307,   54,    0
   274,   921,18500308,   39,    0
   274,   921,18500309,  -11,    0
   274,   921,18500310,  -13,    0
   274,   921,18500311,  -48,    0
   274,   921,18500312,  -33,    0
   274,   921,18500313,  -11,    0
   274,   921,18500314,   22,    0
   274,   921,18500315,  -52,    0
   274,   921,18500316,  -68,    0
   274,   921,18500317,  -78,    0
   274,   921,18500318,   -1,    0
   274,   921,18500319,   28,    0
   274,   921,18500320,   38,    0
   274,   921,18500321,  -44,    0
   274,   921,18500322,   -1,    0
   274,   921,18500323,  -26,    0
   274,   921,18500324,  -55,    0
   274,   921,18500325,  -89,    0
   274,   921,18500326,  -82,    0
   274,   921,18500327,  -81,    0
   274,   921,18500328,  -71,    0
   274,   921,18500329,    6,    0
   274,   921,18500330,   52,    0
   274,   921,18500331,   71,    0
   274,   921,18500401,   85,    0
   274,   921,18500402,   72,    0
   274,   921,18500403,  100,    0
   274,   921,18500404,   81,    0
   274,   921,18500405,   39,    0
   274,   921,18500406,   84,    0
   274,   921,18500407,   61,    0
   274,   921,18500408,   76,    0
   274,   921,18500409,   44,    0
   274,   921,18500410,   44,    0
   274,   921,18500411,   44,    0
   274,   921,18500412,   69,    0
   274,   921,18500413,   55,    0
   274,   921,18500414,   72,    0
   274,   921,18500415,   68,    0
   274,   921,18500416,   71,    0
   274,   921,18500417,   47,    0
   274,   921,18500418,   56,    0
   274,   921,18500419,   78,    0
   274,   921,18500420,   54,    0
   274,   921,18500421,   38,    0
   274,   921,18500422,   11,    0
   274,   921,18500423,    6,    0
   274,   921,18500424,   58,    0
   274,   921,18500425,   33,    0
   274,   921,18500426,   39,    0
   274,   921,18500427,    6,    0
   274,   921,18500428,    0,    0
   274,   921,18500429,   36,    0
   274,   921,18500430,   39,    0
   274,   921,18500501,    0,    0
   274,   921,18500502,  -17,    0
   274,   921,18500503,   44,    0
   274,   921,18500504,   44,    0
   274,   921,18500505,   39,    0
   274,   921,18500506,   39,    0
   274,   921,18500507,   49,    0
   274,   921,18500508,   22,    0
   274,   921,18500509,   17,    0
   274,   921,18500510,   72,    0
   274,   921,18500511,   84,    0
   274,   921,18500512,   52,    0
   274,   921,18500513,   11,    0
   274,   921,18500514,   42,    0
   274,   921,18500515,   -6,    0
   274,   921,18500516,   66,    0
   274,   921,18500517,   85,    0
   274,   921,18500518,   83,    0
   274,   921,18500519,   73,    0
   274,   921,18500520,   82,    0
   274,   921,18500521,   93,    0
   274,   921,18500522,  106,    0
   274,   921,18500523,   73,    0
   274,   921,18500524,   87,    0
   274,   921,18500525,   77,    0
   274,   921,18500526,  106,    0
   274,   921,18500527,  117,    0
   274,   921,18500528,   88,    0
   274,   921,18500529,  101,    0
   274,   921,18500530,  102,    0
   274,   921,18500531,  127,    0
   274,   921,18500601,   84,    0
   274,   921,18500602,   82,    0
   274,   921,18500603,   78,    0
   274,   921,18500604,  100,    0
   274,   921,18500605,  103,    0
   274,   921,18500606,   95,    0
   274,   921,18500607,   75,    0
   274,   921,18500608,   79,    0
   274,   921,18500609,   94,    0
   274,   921,18500610,  128,    0
   274,   921,18500611,  111,    0
   274,   921,18500612,   94,    0
   274,   921,18500613,   96,    0
   274,   921,18500614,   78,    0
   274,   921,18500615,   28,    0
   274,   921,18500616,   89,    0
   274,   921,18500617,   73,    0
   274,   921,18500618,   94,    0
   274,   921,18500619,  153,    0
   274,   921,18500620,  128,    0
   274,   921,18500621,  115,    0
   274,   921,18500622,  108,    0
   274,   921,18500623,  147,    0
   274,   921,18500624,  156,    0
   274,   921,18500625,  150,    0
   274,   921,18500626,  123,    0
   274,   921,18500627,   99,    0
   274,   921,18500628,  122,    0
   274,   921,18500629,   89,    0
   274,   921,18500630,  136,    0
   274,   921,18500701,   94,    0
   274,   921,18500702,  126,    0
   274,   921,18500703,  125,    0
   274,   921,18500704,   93,    0
   274,   921,18500705,   89,    0
   274,   921,18500706,  117,    0
   274,   921,18500707,   89,    0
   274,   921,18500708,   83,    0
   274,   921,18500709,   78,    0
   274,   921,18500710,  132,    0
   274,   921,18500711,  116,    0
   274,   921,18500712,  129,    0
   274,   921,18500713,  121,    0
   274,   921,18500714,  131,    0
   274,   921,18500715,  157,    0
   274,   921,18500716,  161,    0
   274,   921,18500717,  166,    0
   274,   921,18500718,  150,    0
   274,   921,18500719,  115,    0
   274,   921,18500720,  151,    0
   274,   921,18500721,  124,    0
   274,   921,18500722,  153,    0
   274,   921,18500723,  129,    0
   274,   921,18500724,  118,    0
   274,   921,18500725,  109,    0
   274,   921,18500726,  124,    0
   274,   921,18500727,  134,    0
   274,   921,18500728,  119,    0
   274,   921,18500729,  122,    0
   274,   921,18500730,  139,    0
   274,   921,18500731,  145,    0
   274,   921,18500801,  154,    0
   274,   921,18500802,  153,    0
   274,   921,18500803,  122,    0
   274,   921,18500804,  134,    0
   274,   921,18500805,  106,    0
   274,   921,18500806,   89,    0
   274,   921,18500807,  150,    0
   274,   921,18500808,  123,    0
   274,   921,18500809,  125,    0
   274,   921,18500810,  142,    0
   274,   921,18500811,  116,    0
   274,   921,18500812,   94,    0
   274,   921,18500813,  127,    0
   274,   921,18500814,  131,    0
   274,   921,18500815,  142,    0
   274,   921,18500816,  139,    0
   274,   921,18500817,  118,    0
   274,   921,18500818,  100,    0
   274,   921,18500819,   83,    0
   274,   921,18500820,   76,    0
   274,   921,18500821,   25,    0
   274,   921,18500822,   57,    0
   274,   921,18500823,   60,    0
   274,   921,18500824,   99,    0
   274,   921,18500825,  154,    0
   274,   921,18500826,   36,    0
   274,   921,18500827,  102,    0
   274,   921,18500828,   63,    0
   274,   921,18500829,   47,    0
   274,   921,18500830,   56,    0
   274,   921,18500831,  111,    0
   274,   921,18500901,  138,    0
   274,   921,18500902,   83,    0
   274,   921,18500903,  110,    0
   274,   921,18500904,   17,    0
   274,   921,18500905,   55,    0
   274,   921,18500906,   28,    0
   274,   921,18500907,   29,    0
   274,   921,18500908,   88,    0
   274,   921,18500909,   61,    0
   274,   921,18500910,   38,    0
   274,   921,18500911,   61,    0
   274,   921,18500912,   40,    0
   274,   921,18500913,   46,    0
   274,   921,18500914,   44,    0
   274,   921,18500915,  106,    0
   274,   921,18500916,   97,    0
   274,   921,18500917,   41,    0
   274,   921,18500918,   84,    0
   274,   921,18500919,  126,    0
   274,   921,18500920,  127,    0
   274,   921,18500921,   83,    0
   274,   921,18500922,   90,    0
   274,   921,18500923,  125,    0
   274,   921,18500924,   83,    0
   274,   921,18500925,  117,    0
   274,   921,18500926,   83,    0
   274,   921,18500927,   92,    0
   274,   921,18500928,   78,    0
   274,   921,18500929,   61,    0
   274,   921,18500930,   67,    0
   274,   921,18501001,   54,    0
   274,   921,18501002,   83,    0
   274,   921,18501003,   93,    0
   274,   921,18501004,   40,    0
   274,   921,18501005,   31,    0
   274,   921,18501006,   99,    0
   274,   921,18501007,   72,    0
   274,   921,18501008,   42,    0
   274,   921,18501009,   28,    0
   274,   921,18501010,   38,    0
   274,   921,18501011,   16,    0
   274,   921,18501012,   16,    0
   274,   921,18501013,   31,    0
   274,   921,18501014,   44,    0
   274,   921,18501015,    8,    0
   274,   921,18501016,   67,    0
   274,   921,18501017,   72,    0
   274,   921,18501018,  101,    0
   274,   921,18501019,   87,    0
   274,   921,18501020,   23,    0
   274,   921,18501021,   11,    0
   274,   921,18501022,   38,    0
   274,   921,18501023,    6,    0
   274,   921,18501024,   24,    0
   274,   921,18501025,   22,    0
   274,   921,18501026,   -4,    0
   274,   921,18501027,   24,    0
   274,   921,18501028,    1,    0
   274,   921,18501029,    0,    0
   274,   921,18501030,   50,    0
   274,   921,18501031,   81,    0
   274,   921,18501101,  119,    0
   274,   921,18501102,   56,    0
   274,   921,18501103,   85,    0
   274,   921,18501104,   61,    0
   274,   921,18501105,   67,    0
   274,   921,18501106,   74,    0
   274,   921,18501107,   73,    0
   274,   921,18501108,   28,    0
   274,   921,18501109,   83,    0
   274,   921,18501110,   78,    0
   274,   921,18501111,   99,    0
   274,   921,18501112,    4,    0
   274,   921,18501113,    7,    0
   274,   921,18501114,  -42,    0
   274,   921,18501115,   11,    0
   274,   921,18501116,   11,    0
   274,   921,18501117,   42,    0
   274,   921,18501118,   68,    0
   274,   921,18501119,   72,    0
   274,   921,18501120,   54,    0
   274,   921,18501121,   50,    0
   274,   921,18501122,   84,    0
   274,   921,18501123,   61,    0
   274,   921,18501124,   62,    0
   274,   921,18501125,   28,    0
   274,   921,18501126,  -33,    0
   274,   921,18501127,  -27,    0
   274,   921,18501128,  -49,    0
   274,   921,18501129,  -49,    0
   274,   921,18501130,   -4,    0
   274,   921,18501201,   18,    0
   274,   921,18501202,   43,    0
   274,   921,18501203,   38,    0
   274,   921,18501204,   37,    0
   274,   921,18501205,   -4,    0
   274,   921,18501206,    0,    0
   274,   921,18501207,   17,    0
   274,   921,18501208,  -44,    0
   274,   921,18501209,  -50,    0
   274,   921,18501210,    0,    0
   274,   921,18501211,   44,    0
   274,   921,18501212,   12,    0
   274,   921,18501213,   28,    0
   274,   921,18501214,   28,    0
   274,   921,18501215,   34,    0
   274,   921,18501216,   16,    0
   274,   921,18501217,   -6,    0
   274,   921,18501218,   -4,    0
   274,   921,18501219,   -8,    0
   274,   921,18501220,  -43,    0
   274,   921,18501221,  -21,    0
   274,   921,18501222,  -26,    0
   274,   921,18501223,  -14,    0
   274,   921,18501224,   17,    0
   274,   921,18501225,   22,    0
   274,   921,18501226,   27,    0
   274,   921,18501227,   -1,    0
   274,   921,18501228,   17,    0
   274,   921,18501229,   46,    0
   274,   921,18501230,   73,    0
   274,   921,18501231,  100,    0
   274,   921,18510101,  115,    0
   274,   921,18510102,   33,    0
   274,   921,18510103,   36,    0
   274,   921,18510104,   42,    0
   274,   921,18510105,  -16,    0
   274,   921,18510106,   -3,    0
   274,   921,18510107,    1,    0
   274,   921,18510108,    6,    0
   274,   921,18510109,    0,    0
   274,   921,18510110,   65,    0
   274,   921,18510111,   78,    0
   274,   921,18510112,   71,    0
   274,   921,18510113,   69,    0
   274,   921,18510114,   56,    0
   274,   921,18510115,   24,    0
   274,   921,18510116,   44,    0
   274,   921,18510117,    8,    0
   274,   921,18510118,   27,    0
   274,   921,18510119,   29,    0
   274,   921,18510120,   51,    0
   274,   921,18510121,    6,    0
   274,   921,18510122,  -17,    0
   274,   921,18510123,  -32,    0
   274,   921,18510124,    3,    0
   274,   921,18510125,   17,    0
   274,   921,18510126,    6,    0
   274,   921,18510127,   28,    0
   274,   921,18510128,   45,    0
   274,   921,18510129,   24,    0
   274,   921,18510130,    0,    0
   274,   921,18510131,    5,    0
   274,   921,18510201,    0,    0
   274,   921,18510202,   -6,    0
   274,   921,18510203,  -11,    0
   274,   921,18510204,    6,    0
   274,   921,18510205,    8,    0
   274,   921,18510206,    0,    0
   274,   921,18510207,   50,    0
   274,   921,18510208,    5,    0
   274,   921,18510209,    6,    0
   274,   921,18510210,  -11,    0
   274,   921,18510211,  -29,    0
   274,   921,18510212,   -6,    0
   274,   921,18510213,   30,    0
   274,   921,18510214,  -11,    0
   274,   921,18510215,  -50,    0
   274,   921,18510216,  -61,    0
   274,   921,18510217,  -19,    0
   274,   921,18510218,   87,    0
   274,   921,18510219,   67,    0
   274,   921,18510220,   27,    0
   274,   921,18510221,  -34,    0
   274,   921,18510222,  -20,    0
   274,   921,18510223,  -11,    0
   274,   921,18510224,    6,    0
   274,   921,18510225,    5,    0
   274,   921,18510226,  -31,    0
   274,   921,18510227,  -11,    0
   274,   921,18510228,  -17,    0
   274,   921,18510301,  -11,    0
   274,   921,18510302,  -23,    0
   274,   921,18510303,  -36,    0
   274,   921,18510304,   14,    0
   274,   921,18510305,  -13,    0
   274,   921,18510306,  -39,    0
   274,   921,18510307,   -5,    0
   274,   921,18510308,   22,    0
   274,   921,18510309,   17,    0
   274,   921,18510310,    1,    0
   274,   921,18510311,  -19,    0
   274,   921,18510312,  -14,    0
   274,   921,18510313,  -38,    0
   274,   921,18510314,   32,    0
   274,   921,18510315,  -10,    0
   274,   921,18510316,  -17,    0
   274,   921,18510317,    6,    0
   274,   921,18510318,   25,    0
   274,   921,18510319,   56,    0
   274,   921,18510320,   33,    0
   274,   921,18510321,   33,    0
   274,   921,18510322,   54,    0
   274,   921,18510323,   44,    0
   274,   921,18510324,   17,    0
   274,   921,18510325,   75,    0
   274,   921,18510326,   24,    0
   274,   921,18510327,   56,    0
   274,   921,18510328,   56,    0
   274,   921,18510329,   25,    0
   274,   921,18510330,   25,    0
   274,   921,18510331,   28,    0
   274,   921,18510401,   46,    0
   274,   921,18510402,   72,    0
   274,   921,18510403,   47,    0
   274,   921,18510404,  -27,    0
   274,   921,18510405,  -18,    0
   274,   921,18510406,  -50,    0
   274,   921,18510407,   14,    0
   274,   921,18510408,   28,    0
   274,   921,18510409,  -23,    0
   274,   921,18510410,   39,    0
   274,   921,18510411,  -27,    0
   274,   921,18510412,  -21,    0
   274,   921,18510413,  -11,    0
   274,   921,18510414,   33,    0
   274,   921,18510415,   43,    0
   274,   921,18510416,   60,    0
   274,   921,18510417,   94,    0
   274,   921,18510418,   17,    0
   274,   921,18510419,    6,    0
   274,   921,18510420,   97,    0
   274,   921,18510421,   73,    0
   274,   921,18510422,   42,    0
   274,   921,18510423,   28,    0
   274,   921,18510424,   56,    0
   274,   921,18510425,   11,    0
   274,   921,18510426,  -28,    0
   274,   921,18510427,  -11,    0
   274,   921,18510428,   28,    0
   274,   921,18510429,  -16,    0
   274,   921,18510430,  -15,    0
   274,   921,18510501,    7,    0
   274,   921,18510502,   39,    0
   274,   921,18510503,    0,    0
   274,   921,18510504,    6,    0
   274,   921,18510505,   39,    0
   274,   921,18510506,    8,    0
   274,   921,18510507,   61,    0
   274,   921,18510508,   66,    0
   274,   921,18510509,   92,    0
   274,   921,18510510,   39,    0
   274,   921,18510511,   86,    0
   274,   921,18510512,   63,    0
   274,   921,18510513,   22,    0
   274,   921,18510514,   10,    0
   274,   921,18510515,   28,    0
   274,   921,18510516,   78,    0
   274,   921,18510517,  119,    0
   274,   921,18510518,   59,    0
   274,   921,18510519,   44,    0
   274,   921,18510520,   92,    0
   274,   921,18510521,  106,    0
   274,   921,18510522,   83,    0
   274,   921,18510523,   61,    0
   274,   921,18510524,  106,    0
   274,   921,18510525,   71,    0
   274,   921,18510526,  100,    0
   274,   921,18510527,   79,    0
   274,   921,18510528,   61,    0
   274,   921,18510529,   99,    0
   274,   921,18510530,  110,    0
   274,   921,18510531,   58,    0
   274,   921,18510601,  111,    0
   274,   921,18510602,  112,    0
   274,   921,18510603,   50,    0
   274,   921,18510604,   57,    0
   274,   921,18510605,   83,    0
   274,   921,18510606,  122,    0
   274,   921,18510607,  142,    0
   274,   921,18510608,   99,    0
   274,   921,18510609,   78,    0
   274,   921,18510610,   62,    0
   274,   921,18510611,   94,    0
   274,   921,18510612,  145,    0
   274,   921,18510613,   79,    0
   274,   921,18510614,   85,    0
   274,   921,18510615,  112,    0
   274,   921,18510616,   83,    0
   274,   921,18510617,   63,    0
   274,   921,18510618,  133,    0
   274,   921,18510619,  133,    0
   274,   921,18510620,   95,    0
   274,   921,18510621,  126,    0
   274,   921,18510622,   78,    0
   274,   921,18510623,   72,    0
   274,   921,18510624,  112,    0
   274,   921,18510625,  112,    0
   274,   921,18510626,  111,    0
   274,   921,18510627,  136,    0
   274,   921,18510628,   99,    0
   274,   921,18510629,   95,    0
   274,   921,18510630,  132,    0
   274,   921,18510701,  121,    0
   274,   921,18510702,  116,    0
   274,   921,18510703,   95,    0
   274,   921,18510704,   60,    0
   274,   921,18510705,   86,    0
   274,   921,18510706,  110,    0
   274,   921,18510707,  127,    0
   274,   921,18510708,  102,    0
   274,   921,18510709,  106,    0
   274,   921,18510710,   57,    0
   274,   921,18510711,  142,    0
   274,   921,18510712,  126,    0
   274,   921,18510713,  144,    0
   274,   921,18510714,  110,    0
   274,   921,18510715,   72,    0
   274,   921,18510716,   87,    0
   274,   921,18510717,   76,    0
   274,   921,18510718,   77,    0
   274,   921,18510719,  122,    0
   274,   921,18510720,  103,    0
   274,   921,18510721,   78,    0
   274,   921,18510722,  137,    0
   274,   921,18510723,  124,    0
   274,   921,18510724,  111,    0
   274,   921,18510725,  106,    0
   274,   921,18510726,  100,    0
   274,   921,18510727,  142,    0
   274,   921,18510728,  124,    0
   274,   921,18510729,   94,    0
   274,   921,18510730,  119,    0
   274,   921,18510731,  167,    0
   274,   921,18510801,  136,    0
   274,   921,18510802,  156,    0
   274,   921,18510803,  125,    0
   274,   921,18510804,  139,    0
   274,   921,18510805,   89,    0
   274,   921,18510806,  114,    0
   274,   921,18510807,  142,    0
   274,   921,18510808,  125,    0
   274,   921,18510809,  127,    0
   274,   921,18510810,  113,    0
   274,   921,18510811,  114,    0
   274,   921,18510812,  151,    0
   274,   921,18510813,  134,    0
   274,   921,18510814,  140,    0
   274,   921,18510815,  111,    0
   274,   921,18510816,  156,    0
   274,   921,18510817,  139,    0
   274,   921,18510818,   69,    0
   274,   921,18510819,  127,    0
   274,   921,18510820,  129,    0
   274,   921,18510821,  168,    0
   274,   921,18510822,  162,    0
   274,   921,18510823,  117,    0
   274,   921,18510824,   95,    0
   274,   921,18510825,   89,    0
   274,   921,18510826,  128,    0
   274,   921,18510827,  111,    0
   274,   921,18510828,   61,    0
   274,   921,18510829,   86,    0
   274,   921,18510830,   52,    0
   274,   921,18510831,  123,    0
   274,   921,18510901,  156,    0
   274,   921,18510902,  157,    0
   274,   921,18510903,  153,    0
   274,   921,18510904,  112,    0
   274,   921,18510905,   85,    0
   274,   921,18510906,   96,    0
   274,   921,18510907,  107,    0
   274,   921,18510908,   62,    0
   274,   921,18510909,   33,    0
   274,   921,18510910,   39,    0
   274,   921,18510911,   17,    0
   274,   921,18510912,   43,    0
   274,   921,18510913,   12,    0
   274,   921,18510914,   59,    0
   274,   921,18510915,   47,    0
   274,   921,18510916,  111,    0
   274,   921,18510917,   64,    0
   274,   921,18510918,   67,    0
   274,   921,18510919,   43,    0
   274,   921,18510920,   52,    0
   274,   921,18510921,   84,    0
   274,   921,18510922,   65,    0
   274,   921,18510923,  114,    0
   274,   921,18510924,  106,    0
   274,   921,18510925,   37,    0
   274,   921,18510926,   67,    0
   274,   921,18510927,   17,    0
   274,   921,18510928,  -33,    0
   274,   921,18510929,   84,    0
   274,   921,18510930,   77,    0
   274,   921,18511001,   38,    0
   274,   921,18511002,   83,    0
   274,   921,18511003,   98,    0
   274,   921,18511004,   69,    0
   274,   921,18511005,   66,    0
   274,   921,18511006,   60,    0
   274,   921,18511007,   36,    0
   274,   921,18511008,   11,    0
   274,   921,18511009,  108,    0
   274,   921,18511010,  113,    0
   274,   921,18511011,  121,    0
   274,   921,18511012,  128,    0
   274,   921,18511013,  123,    0
   274,   921,18511014,   89,    0
   274,   921,18511015,    1,    0
   274,   921,18511016,    0,    0
   274,   921,18511017,   30,    0
   274,   921,18511018,  120,    0
   274,   921,18511019,  135,    0
   274,   921,18511020,  122,    0
   274,   921,18511021,  106,    0
   274,   921,18511022,  105,    0
   274,   921,18511023,   97,    0
   274,   921,18511024,   38,    0
   274,   921,18511025,   86,    0
